id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
11107331;Rental unit in Barcelona · ★3.50 · 3 bedrooms · 3 beds · 1 bath;2181745;Natallia;Sant Martí;el Besòs i el Maresme;4.141.724;221.304;Entire home/apt;99;30;4;28/05/2016;0.05;2;0;0;
11395302;Rental unit in Barcelona · ★4.82 · 1 bedroom · 1 bed · 1 bath;4076847;Christian;Ciutat Vella;la Barceloneta;4.138.077;219.014;Entire home/apt;58;31;28;01/05/2023;0.39;1;253;8;Exempt
11108578;Rental unit in Barcelona · ★4.79 · 2 bedrooms · 2 beds · 1 bath;362734677;Juan Carlos;Sants-Montjuïc;el Poble Sec;4.137.227;216.713;Entire home/apt;186;3;199;08/06/2023;2.24;9;254;46;HUTB-007548
11108923;Rental unit in Barcelona · ★4.79 · 2 bedrooms · 2 beds · 1 bath;362734677;Juan Carlos;Sants-Montjuïc;el Poble Sec;4.137.227;216.713;Entire home/apt;212;3;256;04/06/2023;2.89;9;255;53;HUTB-007549
11401735;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;49228940;Anna;Eixample;l'Antiga Esquerra de l'Eixample;4.139.037;214.474;Entire home/apt;85;31;1;06/08/2016;0.01;1;0;0;
11830886;Hostel in Barcelona · ★3.43 · 1 bedroom · 2 beds · 1.5 shared baths;41807465;Casa-Barcelo-Hostel;Eixample;l'Antiga Esquerra de l'Eixample;4.139.253;215.374;Private room;70;1;7;13/08/2019;0.08;18;0;0;HUTB-022013
11110830;Rental unit in Barcelona · ★4.49 · 2 bedrooms · 4 beds · 1.5 baths;299462;Stay U-Nique;Eixample;la Dreta de l'Eixample;4.139.853;216.469;Entire home/apt;258;3;135;05/11/2022;1.55;149;332;3;HUTB-002108
11832785;Rental unit in Barcelona · ★4.69 · 3 bedrooms · 5 beds · 2 baths;14002195;Agustín;Eixample;la Dreta de l'Eixample;41.392.338;2.164.229;Entire home/apt;571;2;13;31/05/2023;0.16;7;252;8;HUTB-009183
11402824;Rental unit in Barcelona · ★4.82 · 1 bedroom · 2 beds · 1 bath;518063;Kaveh;Gràcia;la Vila de Gràcia;4.139.858;215.823;Entire home/apt;154;1;359;02/06/2023;4.07;1;59;85;HUTB-002289
11407794;Condo in Barcelona · 1 bedroom · 1 bed · 1 bath;59883811;Silvia;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4.139.723;215.135;Private room;100;1;0;;;1;0;0;
11112336;Rental unit in Barcelona · ★4.38 · 2 bedrooms · 5 beds · 1 bath;51838891;Anna;Ciutat Vella;el Barri Gòtic;4.138.093;21.747;Entire home/apt;65;90;17;26/02/2019;0.19;5;179;0;
11116037;Rental unit in Barcelona · ★4.64 · 1 bedroom · 1 bed · 1.5 baths;35537483;Marianne;Ciutat Vella;el Barri Gòtic;413.852;217.209;Entire home/apt;127;32;25;03/02/2023;0.29;1;273;3;Exempt
11412567;Rental unit in Barcelona · ★4.82 · 1 bedroom · 1 bed · 1 private bath;59918507;Manoli;Les Corts;la Maternitat i Sant Ramon;4.138.032;212.499;Private room;26;32;34;31/10/2022;0.40;1;94;2;
11838711;Rental unit in Barcelona · ★4.81 · 1 bedroom · 1 bed · 1 bath;42327685;Vanessa;Eixample;l'Antiga Esquerra de l'Eixample;4.138.729;215.475;Private room;28;2;27;22/09/2017;0.31;1;0;0;
11856900;Rental unit in Barcelona · ★4.47 · 3 bedrooms · 4 beds · 1 bath;63198399;Ma Spain Horizon;Eixample;la Sagrada Família;4.140.614;217.187;Entire home/apt;233;2;71;23/03/2023;0.83;2;64;6;HUTB-004273
11132029;Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath;57597309;Carla  Maria;Sant Martí;Provençals del Poblenou;4.141.641;220.445;Private room;40;1;0;;;1;0;0;
11857023;Rental unit in Barcelona · ★4.64 · 2 bedrooms · 3 beds · 2 baths;8130906;Arina You Stylish;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4.140.589;221.523;Entire home/apt;464;1;12;26/03/2023;0.16;33;279;5;HUTB-004635
11857224;Rental unit in Barcelona · ★4.94 · 1 bedroom · 1 bed · 1 bath;1141201;Ricard;Gràcia;la Vila de Gràcia;413.996;215.899;Entire home/apt;81;31;77;04/03/2023;0.89;5;55;6;Exempt
11857281;Rental unit in Barcelona · ★4.42 · 1 bedroom · 1 bed · 1 bath;63200951;Helena;Sant Martí;el Poblenou;4.140.153;220.132;Private room;45;1;13;31/12/2016;0.15;1;0;0;
11424139;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;60011601;Anna;Eixample;l'Antiga Esquerra de l'Eixample;4.138.318;215.978;Private room;25;1;2;02/05/2016;0.02;1;0;0;
11140090;Rental unit in Barcelona · ★4.44 · 1 bedroom · 1 bed · 2 baths;9846585;Sergio;Eixample;l'Antiga Esquerra de l'Eixample;413.837;215.908;Private room;45;3;10;17/09/2018;0.11;1;0;0;
11445715;Rental unit in Barcelona · ★4.26 · 2 bedrooms · 2 beds · 1 bath;32037490;SweetInn;Sant Martí;la Vila Olímpica del Poblenou;4.139.446;21.955;Entire home/apt;232;2;114;05/05/2023;1.29;215;133;17;HUTB-004447
11857408;Rental unit in Barcelona · ★4.63 · 3 bedrooms · 4 beds · 2 baths;63198399;Ma Spain Horizon;Eixample;la Sagrada Família;4.140.652;21.705;Entire home/apt;221;2;55;03/05/2023;0.76;2;53;7;HUTB-008205
11862028;Serviced apartment in Barcelona · ★4.53 · 2 bedrooms · 4 beds · 1 bath;63229593;Serennia;Eixample;el Fort Pienc;4.139.507;218.039;Entire home/apt;199;3;217;02/05/2023;2.51;10;235;61;HUTB-003882
11147546;Home in Barcelona · ★4.73 · 1 bedroom · 1 bed · 1 shared bath;57949759;Dolors;Horta-Guinardó;el Baix Guinardó;4.141.417;216.444;Private room;31;30;73;24/08/2019;0.84;1;0;0;
11869596;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;34262691;Ilona;Sant Martí;el Poblenou;4.140.361;220.615;Private room;40;4;1;19/07/2016;0.01;2;0;0;
11447098;Condo in Barcelona · ★4.36 · 3 bedrooms · 3 beds · 1 bath;9822728;Lodging Team;Eixample;la Sagrada Família;4.140.574;217.515;Entire home/apt;257;3;59;14/05/2023;0.69;20;240;15;HUTB-010858
11160411;Rental unit in Barcelona · ★4.67 · 3 bedrooms · 3 beds · 2 baths;1432835;Angel;Eixample;Sant Antoni;4.138.258;21.615;Entire home/apt;415;3;226;21/05/2023;2.55;38;137;46;HUTB008171
11164276;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;22377845;Jessica;Eixample;el Fort Pienc;4.139.775;21.785;Private room;60;1;0;;;1;0;0;
11470029;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;32479280;Alan;Eixample;la Dreta de l'Eixample;4.139.856;216.341;Private room;16;1;1;09/04/2016;0.01;2;0;0;
11879723;Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1.5 baths;3847135;Andrea;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.661;218.066;Private room;32;3;3;17/04/2016;0.03;1;0;0;
11165818;Rental unit in Barcelona · ★4.98 · 2 bedrooms · 3 beds · 2 baths;1228590;Antonio;Eixample;la Dreta de l'Eixample;4.139.264;216.305;Entire home/apt;519;2;159;21/05/2023;1.78;6;125;24;HUTB-011647
11882029;Serviced apartment in Barcelona · ★4.43 · 2 bedrooms · 4 beds · 1 bath;63229593;Serennia;Eixample;la Dreta de l'Eixample;4.138.651;216.576;Entire home/apt;379;3;21;21/02/2022;0.29;10;180;0;HUTB-001254
11884918;Rental unit in Barcelona · ★4.88 · 1 bedroom · 2 beds · 1 bath;63374052;Theo;Sants-Montjuïc;Sants;4.137.781;213.372;Entire home/apt;92;4;209;02/06/2023;2.43;1;44;49;HUTB-001155
11489087;Loft in Barcelona · ★4.45 · 1 bedroom · 1 bed · 1.5 shared baths;527201;Peca;Ciutat Vella;la Barceloneta;4.137.588;219.141;Private room;43;32;25;21/10/2022;0.30;2;313;1;
11491001;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;47215402;Cleiton;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.893;218.058;Private room;32;4;1;25/04/2016;0.01;1;0;0;
11166908;Rental unit in Barcelona · ★4.79 · 1 bedroom · 2 beds · 1.5 baths;58090404;Maria;Sarrià-Sant Gervasi;Sarrià;4.139.936;211.981;Private room;38;32;117;11/12/2022;1.33;1;291;1;
11495378;Rental unit in Barcelona · ★4.13 · 1 bedroom · 1 bed · 1 private bath;60527437;Hector;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4.139.381;21.358;Private room;60;2;10;19/07/2016;0.12;1;0;0;
11885430;Serviced apartment in Barcelona · ★4.47 · 3 bedrooms · 5 beds · 2 baths;63229593;Serennia;Eixample;la Dreta de l'Eixample;4.138.651;216.576;Entire home/apt;429;3;15;31/01/2022;0.18;10;206;0;HUTB-001255
11174426;Rental unit in Barcelona · ★3.80 · 1 bedroom · 1 bed · 1 bath;26828317;Blackandwhitehome;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.535;217.883;Entire home/apt;57;32;6;05/12/2021;0.08;9;252;0;
11890842;Rental unit in Barcelona · ★4.87 · 1 bedroom · 2 beds · 1 bath;38436463;Andrea;Sant Martí;el Poblenou;4.140.664;22.004;Entire home/apt;150;3;84;13/12/2019;0.97;1;0;0;HUTB-008251
11898346;Serviced apartment in Barcelona · ★4.59 · 4 bedrooms · 7 beds · 2 baths;63229593;Serennia;Ciutat Vella;el Raval;4.138.558;216.506;Entire home/apt;574;3;46;24/02/2022;0.54;10;54;0;HUTB-008577
11923685;Rental unit in Barcelona · ★4.19 · 2 bedrooms · 2 beds · 1 bath;9478280;Simona & Pia;Sants-Montjuïc;el Poble Sec;4.137.342;216.441;Entire home/apt;199;1;28;09/03/2023;0.32;27;249;8;HUTB-004022
11496602;Rental unit in Barcelona · ★4.25 · 2 bedrooms · 1 bed · 1.5 shared baths;12661623;James;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.922;218.408;Private room;72;1;5;27/12/2017;0.06;1;0;0;
11174833;Rental unit in Barcelona · ★4.83 · 2 bedrooms · 3 beds · 1 bath;26828317;Blackandwhitehome;Ciutat Vella;el Barri Gòtic;4.138.419;217.817;Entire home/apt;65;32;6;04/10/2022;0.08;9;198;1;
11509160;Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 1 shared bath;39989841;Oriol;Ciutat Vella;el Raval;4.137.754;217.485;Private room;40;3;5;22/08/2017;0.06;1;0;0;
11930629;Rental unit in Barcelona · ★4.48 · 2 bedrooms · 2 beds · 1 bath;400416;Cens Sl;Gràcia;la Vila de Gràcia;414.019;216.333;Entire home/apt;110;3;45;06/05/2023;0.51;7;21;8;HUTB-009818
11181172;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;58195161;Gloria;Sarrià-Sant Gervasi;el Putxet i el Farró;41.407;214.633;Private room;20;1;0;;;1;0;0;
11931355;Rental unit in L'Hospitalet de Llobregat · 1 bedroom · 1 bed · 2 baths;63686955;Anabel;Sants-Montjuïc;la Bordeta;413.681;213.284;Private room;25;1;0;;;1;0;0;
11524615;Condo in Barcelona · ★4.88 · 1 bedroom · 1 bed · 1 shared bath;60761891;Amelia;Gràcia;el Camp d'en Grassot i Gràcia Nova;4.140.809;216.625;Private room;39;31;167;04/11/2022;1.91;1;255;4;
11541309;Rental unit in Barcelona · 3 bedrooms · 3 beds · 1 bath;3376710;Maria StayBarcelona;Eixample;el Fort Pienc;4.139.209;21.819;Entire home/apt;40;32;0;;;38;204;0;HUTB-006756
11181608;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;1831724;Marta;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4.140.452;213.361;Private room;100;1;0;;;1;0;0;
11545511;Rental unit in Barcelona · ★4.84 · 2 bedrooms · 1 bed · 1 shared bath;53537224;Marta;Sarrià-Sant Gervasi;Sarrià;4.139.744;212.031;Private room;109;3;25;07/03/2020;0.29;2;59;0;
11938945;Rental unit in Barcelona · ★4.94 · 1 bedroom · 1 bed · 1 bath;59290300;Núria;Eixample;la Nova Esquerra de l'Eixample;4.138.896;214.684;Entire home/apt;80;32;35;07/05/2023;0.46;1;70;6;Exempt
11193351;Loft in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath;58279622;Daniela;Eixample;la Nova Esquerra de l'Eixample;4.138.326;215.526;Entire home/apt;52;31;19;30/04/2020;0.21;1;160;0;
11942471;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;63550584;Soyeon;Eixample;la Dreta de l'Eixample;4.139.356;217.234;Private room;14;1;0;;;1;0;0;
11547762;Rental unit in Barcelona · ★4.50 · 1 bedroom · 1 bed · 1.5 baths;60951178;Yohanna;Ciutat Vella;la Barceloneta;4.138.153;218.519;Private room;48;1;3;08/06/2016;0.03;1;0;0;
11197113;Rental unit in Barcelona · ★4.85 · 1 bedroom · 2 beds · 1 private bath;58171851;Millán;Les Corts;Pedralbes;4.138.651;211.192;Private room;39;2;89;25/06/2019;1.01;1;0;0;
11550809;Rental unit in Barcelona · ★4.53 · 2 bedrooms · 2 beds · 1 bath;42613804;Vanina Carla;Eixample;Sant Antoni;4.137.554;21.649;Entire home/apt;80;32;34;27/03/2023;0.39;2;270;4;Exempt
11953606;Rental unit in Barcelona · ★4.91 · 1 bedroom · 1 bed · 1 shared bath;16022141;Sonia;Nou Barris;Porta;4.143.057;218.071;Private room;39;32;12;29/07/2018;0.14;1;48;0;
11967470;Rental unit in Barcelona · ★4.40 · 1 bedroom · 1 bed · 1 shared bath;62633302;Ying;Eixample;la Nova Esquerra de l'Eixample;4.138.008;214.783;Private room;37;1;88;24/10/2017;1.00;2;0;0;
11197896;Rental unit in Barcelona · ★4.70 · 2 bedrooms · 2 beds · 1 bath;54820821;Albert;Eixample;la Sagrada Família;414.053;217.145;Entire home/apt;162;1;281;19/05/2023;3.18;23;276;36;HUTB-011329
11561474;Rental unit in Barcelona · ★4.86 · 1 bedroom · 1 bed · 1 shared bath;53537224;Marta;Sarrià-Sant Gervasi;Sarrià;4.139.591;211.972;Private room;82;28;36;25/05/2023;0.42;2;71;5;
11201505;Rental unit in Barcelona · ★5.0 · 2 bedrooms · 3 beds · 1 bath;4217311;Frédéric;Eixample;la Sagrada Família;4.140.605;217.205;Entire home/apt;80;45;8;31/08/2018;0.09;12;0;0;Exempt
11566581;Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath;12647360;Adam;Ciutat Vella;el Barri Gòtic;4.138.183;217.637;Private room;30;3;6;04/12/2016;0.07;1;0;0;
11969751;Rental unit in Barcelona · 4 bedrooms · 4 beds · 2 baths;20983014;Judith;Eixample;la Dreta de l'Eixample;4.139.794;216.197;Entire home/apt;214;31;1;10/08/2022;0.10;1;0;1;Exempt
11983461;Rental unit in Barcelona · ★4.50 · 1 bedroom · 1 bed · 1 shared bath;57236849;Emilija;Sants-Montjuïc;la Marina de Port;4.135.894;213.858;Private room;72;3;8;21/04/2023;0.09;6;80;5;
11203687;Rental unit in Barcelona · ★4.70 · 2 bedrooms · 5 beds · 2 baths;2320210;Ale, Maria & Arthur;Eixample;la Dreta de l'Eixample;4.139.156;216.455;Entire home/apt;423;1;56;30/04/2023;0.63;45;226;19;HUTB-010177
11985129;Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 shared baths;64058122;Mauro;Eixample;Sant Antoni;4.138.239;216.182;Private room;25;1;1;28/02/2019;0.02;1;0;0;
11568230;Rental unit in Barcelona · ★4.71 · 3 bedrooms · 3 beds · 1 bath;22076771;Luis;Ciutat Vella;el Barri Gòtic;4.138.039;217.708;Entire home/apt;75;30;8;30/04/2022;0.09;17;281;0;Exempt
11204336;Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath;10237040;Marta;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4.140.057;214.931;Private room;129;1;2;29/05/2016;0.02;1;0;0;
11988592;Rental unit in Barcelona · ★4.79 · 2 bedrooms · 3 beds · 1 bath;28419264;Guillem;Sants-Montjuïc;Sants;4.137.703;213.183;Entire home/apt;90;2;99;29/08/2022;1.13;1;0;4;HUTB-012387
11208534;Rental unit in Barcelona · ★4.44 · Studio · 1 bed · 1 bath;1093718;Alexey;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.494;217.931;Entire home/apt;33;32;9;31/03/2023;0.10;13;296;2;Exempt
11990775;Rental unit in Barcelona · ★4.62 · 2 bedrooms · 1 bed · 1 shared bath;64099499;Zago;Ciutat Vella;el Raval;4.138.248;216.567;Private room;45;360;131;27/08/2020;1.50;1;365;0;
11570056;Rental unit in Barcelona · ★5.0 · 2 bedrooms · 4 beds · 2 baths;61063114;Modesto;Eixample;la Dreta de l'Eixample;4.139.529;216.173;Entire home/apt;230;4;8;25/05/2023;0.10;1;12;3;HUTB-010232
11571334;Rental unit in Barcelona · ★4.76 · 5 bedrooms · 7 beds · 2 baths;5414684;Alex;Eixample;el Fort Pienc;413.987;217.943;Entire home/apt;481;5;225;28/05/2023;2.60;6;86;48;HUTB-001715
12331794;Hostel in Barcelona · ★4.74 · 1 bedroom · 5 beds · 4 shared baths;41933599;Alvand;Ciutat Vella;el Raval;4.138.556;216.686;Shared room;102;1;23;19/05/2023;0.55;4;83;19;AJ-000533
11584728;Rental unit in Barcelona · ★4.92 · 1 bedroom · 1 bed · 1 bath;56045515;Daniel - Vanessa;Ciutat Vella;el Raval;4.137.913;216.476;Entire home/apt;40;35;12;30/04/2023;0.14;1;161;1;
11585583;Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath;46525815;Martyn;Sants-Montjuïc;la Font de la Guatlla;4.137.114;214.484;Private room;58;3;5;07/08/2017;0.06;1;0;0;
11994455;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;37275246;Anthony;Ciutat Vella;el Barri Gòtic;4.138.187;217.601;Private room;30;3;1;18/04/2016;0.01;1;0;0;
12331935;Hostel in Barcelona · ★4.47 · 1 bedroom · 6 beds · 4 shared baths;41933599;Alvand;Eixample;l'Antiga Esquerra de l'Eixample;4.138.714;216.505;Shared room;99;1;36;24/05/2023;0.85;4;75;34;AJ-000533
11997648;Rental unit in Barcelona · ★4.45 · 1 bedroom · 1 bed · 1.5 shared baths;2525519;Imma;Gràcia;la Vila de Gràcia;4.140.431;215.729;Private room;17;32;11;03/05/2023;0.13;4;193;2;
12332051;Hostel in Barcelona · ★4.35 · 1 bedroom · 8 beds · 3 shared baths;41933599;Alvand;Eixample;la Dreta de l'Eixample;4.138.607;216.742;Shared room;85;1;62;08/06/2023;4.50;4;83;55;AJ-000534
12026510;Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 bath;12119162;Mark;Ciutat Vella;el Barri Gòtic;4.138.072;217.809;Entire home/apt;43;32;2;30/08/2022;0.02;2;110;1;
11596981;Rental unit in Barcelona · ★4.80 · 1 bedroom · 1 bed · 1 private bath;61108030;Elvira;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4.140.456;213.981;Private room;44;6;121;08/06/2023;1.41;1;89;40;
12334789;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;5806822;Karolina;Ciutat Vella;el Barri Gòtic;4.138.133;217.431;Private room;30;1;1;17/04/2016;0.01;1;0;0;
11598414;Rental unit in Barcelona · ★4.0 · 3 bedrooms · 6 beds · 2 baths;9478280;Simona & Pia;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.469;218.383;Entire home/apt;53;60;3;30/11/2022;0.03;27;0;1;
11600765;Rental unit in Barcelona · ★4.29 · 1 bedroom · 1 bed · 1.5 shared baths;49896352;Eva;Horta-Guinardó;el Guinardó;4.141.629;21.712;Private room;43;31;214;06/04/2023;2.43;7;327;9;
11618889;Rental unit in Barcelona · ★4.85 · 1 bedroom · 3 beds · 1 bath;59317222;Midtown;Eixample;la Dreta de l'Eixample;4.139.127;217.303;Entire home/apt;401;1;187;25/05/2023;2.14;7;312;86;ATB-000086
12082265;Rental unit in Barcelona · ★4.62 · 1 bedroom · 1 bed · 1.5 shared baths;42031087;Maria Concha;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.536;217.804;Private room;25;30;32;02/04/2023;0.38;1;126;4;
12083780;Rental unit in Barcelona · ★4.85 · 3 bedrooms · 5 beds · 1.5 baths;64763737;Nina;Eixample;la Dreta de l'Eixample;4.139.732;216.995;Entire home/apt;253;1;293;31/05/2023;3.37;4;223;57;HUTB-001431
12125552;Rental unit in Barcelona · ★4.80 · 2 bedrooms · 4 beds · 2 baths;17751441;Oswald;Eixample;Sant Antoni;4.138.256;216.347;Entire home/apt;359;5;108;24/05/2023;1.25;13;131;19;HUTB-004807
12337767;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath;14304404;Jordi;Sant Andreu;el Congrés i els Indians;4.142.662;217.884;Private room;48;1;1;27/06/2016;0.01;2;0;0;
11620815;Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 baths;45276687;AJay;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.493;218.014;Private room;33;1;0;;;1;0;0;
12340551;Condo in Barcelona · 1 bedroom · 2 beds · 2 shared baths;66616188;Manuel;Gràcia;Vallcarca i els Penitents;4.141.435;21.434;Private room;50;5;0;;;1;0;0;
11630284;Rental unit in Barcelona · ★4.81 · 3 bedrooms · 5 beds · 1 bath;9800084;Nu;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4.140.128;220.923;Entire home/apt;217;1;263;09/06/2023;3.04;5;262;45;HUTB-738360
11648362;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;32479280;Alan;Gràcia;la Vila de Gràcia;4.139.953;216.162;Private room;25;1;0;;;2;0;0;
12127628;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;3791865;Giuseppe;Gràcia;la Vila de Gràcia;4.140.092;215.479;Private room;50;3;0;;;1;0;0;
12143899;Rental unit in Barcelona · ★4.73 · 3 bedrooms · 4 beds · 2 baths;65195536;Gloria;Eixample;la Nova Esquerra de l'Eixample;4.138.388;214.284;Entire home/apt;175;7;182;01/06/2023;2.10;1;252;28;HUTB-008051
12352555;Rental unit in Barcelona · ★4.51 · 4 bedrooms · 7 beds · 2 baths;8130906;Arina You Stylish;Eixample;la Dreta de l'Eixample;4.138.856;217.057;Entire home/apt;649;1;41;04/04/2023;0.48;33;266;15;HUTB-002285
12355209;Rental unit in Barcelona · ★4.39 · 1 bedroom · 1 bed · 1 private bath;566943;Francesc;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4.140.841;220.796;Private room;83;1;64;28/02/2018;0.75;2;0;0;
12146217;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;11945650;Ursula;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.797;217.713;Private room;45;1;1;03/06/2016;0.01;1;0;0;
11649350;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;61789155;Jiaxu;Gràcia;la Salut;414.132;215.837;Private room;26;3;1;30/03/2016;0.01;1;0;0;
11664174;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;18728824;Irene;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4.139.912;214.826;Private room;55;32;2;16/09/2016;0.02;1;0;0;
12355911;Rental unit in Barcelona · ★4.70 · 1 bedroom · 1 bed · 1 private bath;143513;Nabeelah;Horta-Guinardó;la Teixonera;4.142.369;214.722;Private room;37;2;42;24/06/2017;0.48;1;0;0;
11668230;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;45679271;Inga;Sarrià-Sant Gervasi;Sarrià;4.139.748;212.411;Private room;30;1;0;;;1;0;0;
12146850;Rental unit in Barcelona · ★4.46 · 1 bedroom · 1 bed · 1 shared bath;14304404;Jordi;Nou Barris;Vilapicina i la Torre Llobeta;4.142.888;217.871;Private room;38;3;13;28/05/2017;0.15;2;0;0;
